Type,Freq.Const.Speaker,Agt.Freq.Noun,Tense,Pr.2.Pr,Co.2.Pr,Polarity,Style,Gender,Age,Education
Singular,0.4348,0.06,Present-Preterit,Singular,No.Priming,Positive,Interview,Male,Youngest.Speakers,University
Singular,0.4167,0,Present-Preterit,Singular,No.Priming,Positive,Interview,Male,Youngest.Speakers,University
Singular,0.4,0,Present-Preterit,Singular,No.Priming,Positive,Interview,Male,Youngest.Speakers,University
Singular,0.3846,0.185,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.3704,0,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.3571,0,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.3448,0.03,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.3333,0.03,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.3226,0.005,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.3125,0.12,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.303,0.03,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.2941,0.03,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.2857,0.04,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.2778,0.14,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.2703,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Plural,0.2632,0.02,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Plural,0.2821,0.005,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.3,0.035,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Plural,0.2927,0.005,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.3095,0.035,Present-Preterit,No.Priming,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.3023,0.005,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.2955,0.005,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.2889,0.07,All.Others,No.Priming,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.2826,0.015,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.2766,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.2708,0.12,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.2653,0.015,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.26,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Plural,0.2549,0,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.2692,0.03,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Plural,0.2642,0.015,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Plural,0.2778,0.045,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.2909,0.04,Present-Preterit,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.2857,0.04,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.2807,0.22,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Plural,0.2759,0.09,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Plural,0.2881,0.03,Present-Preterit,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.3,0,Present-Preterit,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.2951,0.02,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.2903,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.2857,0.03,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.2813,0,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.2769,0.05,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Plural,0.2727,0.04,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Plural,0.2836,0,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Plural,0.2941,0.105,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.3043,0.3,Present-Preterit,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Plural,0.3,0.12,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.3099,0.235,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.3056,0.135,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.3014,0.005,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.2973,0.01,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.2933,0.05,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.2895,0.015,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.2857,0.065,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Plural,0.2821,0.01,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Plural,0.2911,0.19,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.3,0.075,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.2963,0.09,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Plural,0.2927,0.09,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Plural,0.2976,0.095,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.3059,0.015,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0,0,Present-Preterit,Singular,Pluralized,Positive,Interview,Male,Youngest.Speakers,University
Singular,0,0.015,Present-Preterit,Singular,Pluralized,Negative,Interview,Male,Youngest.Speakers,University
Singular,0,0.015,All.Others,Singular,Pluralized,Negative,Interview,Male,Youngest.Speakers,University
Singular,0,0.015,All.Others,Singular,Pluralized,Negative,Interview,Male,Youngest.Speakers,University
Singular,0,0.295,Present-Preterit,No.Priming,No.Priming,Positive,Interview,Male,Youngest.Speakers,University
Singular,0,0.015,Present-Preterit,No.Priming,Singular,Positive,Interview,Male,Youngest.Speakers,University
Singular,0,0,All.Others,No.Priming,No.Priming,Positive,Interview,Male,Youngest.Speakers,University
Singular,0,0.01,Present-Preterit,No.Priming,No.Priming,Negative,Interview,Male,Youngest.Speakers,University
Singular,0,0.015,Present-Preterit,Singular,Singular,Positive,Interview,Male,Youngest.Speakers,University
Singular,0,0.015,Present-Preterit,Singular,Singular,Positive,Interview,Male,Youngest.Speakers,University
Singular,0,0.015,Present-Preterit,Singular,Singular,Positive,Interview,Male,Youngest.Speakers,University
Singular,0,0,Present-Preterit,No.Priming,No.Priming,Positive,Interview,Male,Youngest.Speakers,University
Singular,0,0,Present-Preterit,Singular,No.Priming,Positive,Interview,Male,Youngest.Speakers,University
Singular,0,0,Present-Preterit,Singular,No.Priming,Positive,Interview,Male,Youngest.Speakers,University
Singular,0,0.005,Present-Preterit,No.Priming,No.Priming,Positive,Interview,Male,Youngest.Speakers,University
Singular,0,0.06,Present-Preterit,No.Priming,Singular,Positive,Interview,Male,Youngest.Speakers,University
Plural,0,0.015,All.Others,Singular,Singular,Positive,Interview,Male,Youngest.Speakers,University
Singular,0.0556,0.01,Present-Preterit,Pluralized,Singular,Negative,Interview,Male,Youngest.Speakers,University
Singular,0.0526,0,Present-Preterit,No.Priming,No.Priming,Positive,Interview,Male,Youngest.Speakers,University
Singular,0.05,0.185,All.Others,No.Priming,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.0476,0,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.0455,0,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Plural,0.0417,0.03,All.Others,Singular,Singular,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.08,0.005,Present-Preterit,Pluralized,Singular,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.0769,0.12,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.0741,0.03,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.0714,0.03,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.069,0.04,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.0667,0.14,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Plural,0.0645,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Plural,0.0938,0.005,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Plural,0.1212,0.02,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Plural,0.1471,0.005,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Plural,0.1714,0.035,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Plural,0.1944,0.005,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.2162,0.035,Present-Preterit,No.Priming,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Plural,0.2105,0.005,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Plural,0.2308,0.005,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Plural,0.25,0.07,All.Others,No.Priming,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Plural,0.2683,0.015,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Plural,0.2857,0,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Plural,0.3023,0.12,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.3182,0.015,Present-Preterit,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.3111,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.3043,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Plural,0.2979,0.03,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.3125,0.015,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.3061,0.045,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.3,0.04,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.2941,0.04,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.2885,0.22,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.283,0.09,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.2778,0.03,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.2727,0,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Plural,0.2679,0.02,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.2807,0,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.2759,0.03,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.2712,0.05,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.2667,0.05,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.2623,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Plural,0.2581,0.105,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.2698,0.3,Present-Preterit,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Plural,0.2656,0.12,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Plural,0.2769,0.235,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Plural,0.2879,0.135,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Plural,0.2985,0.005,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Plural,0.3088,0.01,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.3188,0.05,Present-Preterit,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.3143,0.015,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Plural,0.3056,0.065,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Plural,0.3151,0.01,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Plural,0.3243,0.19,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.3333,0.075,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Plural,0.3289,0.09,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Plural,0.3377,0,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Singular,0.3462,0.095,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Plural,0.3418,0.015,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,University
Plural,0,0.15,All.Others,No.Priming,Pluralized,Negative,Interview,Female,Oldest.Speakers,University
Plural,1,0.02,All.Others,No.Priming,No.Priming,Positive,Interview,Female,Oldest.Speakers,University
Plural,1,0.15,All.Others,No.Priming,No.Priming,Negative,Interview,Female,Oldest.Speakers,University
Plural,1,0.15,All.Others,Pluralized,No.Priming,Negative,Interview,Female,Oldest.Speakers,University
Singular,1,0,Present-Preterit,No.Priming,No.Priming,Positive,Interview,Female,Oldest.Speakers,University
