norm_F1,Proactive,Reactive,Style,BirthYear,Sex,PartnerEthnicity,PhillyLiveTime,HighSchoolType,Occupation_Group,wordLength
775,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,1
871,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,2
547,Weaker Proactive Control,Weaker Reactive Control,Read,1965,Male,Puerto Rican,Since high school,Public,Service,5
752,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,1
819,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,1
738,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,2
855,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,4
589,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,5
693,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,5
856,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,1
822,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,4
743,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,1
723,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,5
771,Weaker Proactive Control,Weaker Reactive Control,Read,1965,Male,Puerto Rican,Since high school,Public,Service,7
838,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,1
770,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,2
715,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,5
746,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,1
797,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,6
810,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,1
757,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,2
879,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,8
797,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,1
775,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,8
991,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,1
784,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,3
952,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,5
842,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,4
734,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,4
838,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,4
857,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,3
845,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,1
735,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,5
705,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,1
821,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,4
691,Weaker Proactive Control,Weaker Reactive Control,Read,1965,Male,Puerto Rican,Since high school,Public,Service,6
571,Weaker Proactive Control,Weaker Reactive Control,Read,1965,Male,Puerto Rican,Since high school,Public,Service,5
786,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,4
778,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,1
677,Weaker Proactive Control,Weaker Reactive Control,Read,1965,Male,Puerto Rican,Since high school,Public,Service,5
671,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,1
699,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,7
737,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,7
711,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,7
859,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,4
785,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,1
794,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,1
836,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,2
797,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,1
819,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,1
863,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,1
858,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,1
717,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,5
791,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,1
856,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,1
818,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,2
753,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,1
856,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,1
939,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,1
842,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,4
734,Weaker Proactive Control,Weaker Reactive Control,Read,1965,Male,Puerto Rican,Since high school,Public,Service,6
850,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,5
771,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,1
743,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,5
782,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,1
714,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,5
762,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,1
776,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,5
806,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,3
943,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,1
803,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,1
938,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,2
720,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,1
729,Weaker Proactive Control,Weaker Reactive Control,Read,1965,Male,Puerto Rican,Since high school,Public,Service,6
641,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,5
823,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,4
820,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,7
839,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,2
778,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,1
760,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,1
839,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,2
884,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,1
802,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,2
640,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,1
741,Weaker Proactive Control,Weaker Reactive Control,Read,1965,Male,Puerto Rican,Since high school,Public,Service,6
787,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,1
757,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,1
729,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,1
829,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,4
738,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,1
704,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,5
823,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,5
833,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,5
947,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,1
687,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,3
700,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,4
993,Weaker Proactive Control,Weaker Reactive Control,Read,1965,Male,Puerto Rican,Since high school,Public,Service,10
852,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,2
830,Weaker Proactive Control,Weaker Reactive Control,Conversational,1965,Male,Puerto Rican,Since high school,Public,Service,4
