type,noun,Typical.Action.Chain.Pos,province,state,negation,broad.regions,locality,before,token,after,tense,corpus,long,lat,characters_before_noun,noun_length
singular,trabajos,tail.setting,León,Castilla y León,absent,Center,Almázcara,,había, pocos trabajos y más en el campo. ,other,Coser,-6.5035348,42.594276,27,8
plural,casas,tail.setting,Valencia,Comunidad Valenciana,present,East,Enguera, ni ,habrían, [casas]. ,other,Coser,-0.6879802,38.9791339,5,5
singular,cosas,tail.setting,Cantabria,Cantabria,absent,North,Torrelavega,@erabuenachica_rg logicamente_rg,hubo_vais000,"más_rg cosas_nc0p000 ,_fc problemas_nc0p000 afectivos_aq0000 incluso_rg ,_fc pero_cc la_da0000 vida_nc0s000 a_sp000 veces_nc0p000 golpea_vmip000 por_sp000 dond_np00000 menos_rg lo_da0000 esperas_nc0p000 ;_fx se_p0000000 colmó_vmis000 el_da0000 vaso_nc0s000",synthetic.preterit,Twitter,-4.0501505,43.3488503,109,5
singular,medidas,tail.setting,Murcia,Region of Murcia,absent,South,Murcia,ocervantesros_nc0p000 albertbroadcast_aq0000 laliga_vssp000,habrá_vaif000,"medidas_nc0p000 más_rg polémicas_nc0p000 q_zu otras_di0000 ,_fc pero_cc en_sp000 general_aq0000 ,_fc estoy_vmip000 de_sp000 acuerdo_nc0s000 con_sp000 la_da0000 idea._nc0n000",other,Twitter,-1.1306544,37.9922399,72,7
singular,albures,head,Sevilla,Andalusia,absent,South,Seville,@chimichu76_z0 mientras_cc en_sp000 el_da0000 rio_nc0s000,haya_vasp000,albures_nc0p000 tu_dp0000 no_rn te_pp000000 apures_vmip000 ._fphttpst.co4gucbzuia1_nc0s000,other,Twitter,-5.9844589,37.3890924,31,7
singular,comunistas,head,A Coruña,Galicia,absent,North,A Coruña,joselisa17_nc00000 vozcoruna_aq0000 lavozdegalicia_np00000,había_vaii000,"comunistas_nc0p000 entre_sp000 los_da0000 republicanos_aq0000 españoles_aq0000 que_pr000000 liberaron_vmis000 parís_aq0000 ._fpde_sp000 ahí_rg la_da0000 bandera_nc0s000 ,_fc imagino._vmip000",other,Twitter,-8.4115401,43.3623436,81,10
singular,estrategias,tail.setting,Madrid,Community of Madrid,absent,Center,Madrid,imisut_nc00000 patri_nalerio_aq0000 analisisalcubo_nc0s000 por_sp000 eso_pd000000 mismo_di0000 caverna_nc0s000 a_sp000 2_z0 e_cc incluso_rg 3_z0 jugadores_nc0p000 me_p0000000 parece_vmip000 una_di0000 sosez_nc0s000 como_cs,haya_vasp000,estrategias_nc0p000 diferentes._vmii000,other,Twitter,-3.7037902,40.4167754,12,11
singular,conejos,head,Huesca,Aragón,absent,East,Banastón,"sí, antes ",había, conejos pero ahora no,other,Coser,0.1672026,42.4061618,15,7
singular,fallos,tail.setting,Albacete,Castile-La Mancha,present,Center,Albacete,un_di0000 informe_nc0s000 dice_vmip000 que_cs no_rn,hubo_vais000,grandes_aq0000 fallos_nc0p000 en_sp000 los_da0000 atentados_nc0p000 en_sp000 francia_nc0s000 #francia_aq0000 #paris_nc0n000 #atentadosdeparís_aq0000 13n_z0 ..._fs https://t.co/ikrp4a72wt,synthetic.preterit,Twitter,-1.8585424,38.994349,102,6
singular,ecologistas,head,Valencia,Valencian Community,present,East,Valencia,pedro_altuna_nc00000 lexmerche_vmm0000 en_sp000 el_da0000 incendio_nc0s000 de_sp000 la_da0000 palma_nc0s000 no_rn,había_vaii000,"ecologistas_nc0p000 ,_fc ni_cc animalistas_nc0p000 ,_fc solo_rg militares_aq0000 de_sp000 la_da0000 ume_nc0s000 ,_fc brigadas_nc0p000 forestales_aq0000 y_cc gc_nc0n000",other,Twitter,-0.3762881,39.4699075,71,11
plural,videos,tail.setting,Alicante,Valencian Community,absent,East,Orihuela,este_dd0000 sábado_w,habrán_vaif000,videos_nc0p000 en_sp000 el_da0000 canal_nc0s000 y_cc además_rg un_di0000 vídeoblog_nc0s000 donde_pr000000 os_pp000000 quiero_vmip000 contar_vmn0000 una_di0000 cosa_nc0s000 sobre_sp000 mis_dp0000 vacaciones_nc0p000 s._nc0n000,other,Twitter,-0.9480051,38.0855528,90,6
singular,armas,head,Cuenca,Castile-La Mancha,present,Center,Las Pedroñeras,"teresarodr_vmn0000 __f0 rt_np00000 iunida_aq0000 ""_fe aznar_vmn0000 es_vsip000 un_di0000 criminal_nc0s000 de_sp000 guerra_nc0s000 ,_fc nos_p0000000 llevó_vmis000 a_sp000 una_di0000 guerra_nc0s000 sabiendo_vmg0000 que_cs no_rn",había_vaii000,armas_nc0p000 de_sp000 des_np00000 httpst.colge6o6wnx8_z0,other,Twitter,-2.6760251,39.4480026,27,5
singular,dudas,tail.setting,Alicante,Valencian Community,absent,East,Alicante,ahí_rg lo_pp000000 le_pp000000 dejo_vmip000 por_sp000 si_cs,había_vaii000,dudas_nc0p000 ..._fs httpst.coqi7eujvb5y_nc0s000,other,Twitter,-0.4906855,38.3459963,24,5
plural,recuerdos,tail.setting,Cádiz,Andalusia,absent,South,Cádiz,siempre_rg,habrán_vaif000,recuerdos_nc0p000 que_pr000000 nos_pp000000 llenen_vmip000 el_da0000 rostro_nc0s000 de_sp000 sonrisas_nc0p000,other,Twitter,-6.2885962,36.5270612,37,9
singular,ascensos,tail.setting,Province of Ourense,Galicia,absent,North,Ourense,"cobrothersyt_nc0s000 poca_di0000 diferencia_nc0s000 con_sp000 la_da0000 actualidad_nc0s000 ,_fc o_cc acaso_rg",hubo_vais000,ascensos_nc0p000 estos_dd0000 últimos_ao0000 años_nc0p000 cómo_pt000000 no_rn se_p0000000 unan_vmsp000 todos_di0000 los_da0000 clubs_nc0p000 y_cc se_p0000000 planten_vmsp000,synthetic.preterit,Twitter,-7.863881,42.3357893,64,8
singular,obsequios,tail.setting,Asturias,Asturias,absent,North,Gijón,todos_di0000 seréis_vmip000 bien_rg recibidos_aq0000 y_cc,habrá_vaif000,obsequios_nc0p000 buenos_aq0000 para_sp000 los_da0000 que_pr000000 se_p0000000 animen_vmsp000 a_sp000 participar_vmn0000 mañana_rg a_sp000 pasarlo_nc0s000 en_sp000 grande_aq0000 !_fat,other,Twitter,-5.6611195,43.5322015,72,9
singular,puntos,tail.setting,Madrid,Community of Madrid,absent,Center,Leganés,v_1592_z0 demasiado_rg pesimista_aq0000 .,habrá_vaif000,puntos_nc0p000 ._fppero_cc no_rn serán_vsif000 reflejo_nc0s000 del_sp000 potencial_nc0s000 de_sp000 una_di0000 plantilla_nc0s000 qué_pt000000 seguirá_vmif000 '_fz en_sp000 obras_nc0p000 '_fz ._fpahora_rg no_rn hay_vaip000 equipo._nc0s000,other,Twitter,-3.7686545,40.3319506,92,6
singular,polvos,tail.setting,Navarra,Navarra,present,North,Azcona,"que vinieron, porque no ",había,"estos polvos que hay ahora,",other,Coser,-1.9942665,42.7409451,21,6
singular,risas,tail.setting,Barcelona,Catalonia,absent,East,Barcelona,"ayer_rg en_sp000 @elchiringuitotv_np00000 @eduardoinda_z0 acabo_nc0s000 achinado_aq0000 perdio_vmip000 por_sp000 el_da0000 tema_nc0s000 de_sp000 neymar_vmn0000 y_cc se_p0000000 piro_vmip000 media_dn0000 hora_nc0s000 antes_rg ,_fc",hubo_vais000,risas_nc0p000 en_sp000 casa_nc0s000,synthetic.preterit,Twitter,2.1734035,41.3850639,8,5
singular,fiestas,tail.setting,Madrid,Community of Madrid,present,Center,Madrid,rivera_nc0s000 prefiere_vmip000 apoyar_vmn0000 la_da0000 fiesta_nc0s000 de_sp000 la_da0000 corrupción_nc0s000 para_sp000 que_cs no_rn,haya_vasp000,más_rg fiestas_nc0p000 de_sp000 la_da0000 democracia._np00000,other,Twitter,-3.7037902,40.4167754,22,7
singular,mujeres,head,Madrid,Comunidad de Madrid,absent,Center,Sieteiglesias," de lo que estamos aquí nosotros no, pero claro que las ",había," antes, [mujeres que se murieron en alguna desgracia]",other,Coser,-3.5847183,40.9131585,46,7
plural,cosas,tail.setting,Toledo,Castilla-La-Mancha,absent,Center,Los Navalmorales,"ese tenía, de todas las cosas ",habían, aquí. ,other,Coser,-4.6411607,39.7255072,7,5
singular,juegos,tail.setting,Madrid,Community of Madrid,absent,Center,Madrid,@meristation_nc00000 que_pr000000 grande_aq0000 es_vsip000 geralt_aq0000 the_np00000 rivia_np00000 ojalá_i,haya_vasp000,más_rg juegos_nc0p000,other,Twitter,-3.7037902,40.4167754,4,6
singular,celebridades,head,Madrid,Community of Madrid,present,Center,Madrid,"__f0 davidhernandez_nc0s000 juanca_sev_aq0000 la_da0000 prensa_nc0s000 del_sp000 corazón_nc0s000 es_vsip000 pesada_aq0000 ,_fc pero_cc sin_sp000 ella_pp000000 no_rn",habría_vaic000,"celebridades_nc0p000 ,_fc famosos_nc0p000 ni_cc artistas_nc0p000",other,Twitter,-3.7037902,40.4167754,22,12
singular,modistas,head,Álava,País Vasco,absent,North,Menagarai, pero aquí ya ,había, una | ya ,other,Coser,-3.0735861,43.0957124,10,8
singular,impedimentos,tail.setting,Granada,Andalusia,absent,South,Granada,667_z0 f_zu sí_rg aunque_cs,habría_vaic000,impedimentos_nc0p000 xdm_vaip000 síiiiiiii_nc0s000,other,Twitter,-3.5985571,37.1773363,14,12
singular,rebajas,tail.setting,Granada,Andalusia,absent,South,Granada,"xgirlinblack_nc0s000 *_fz a_sp000 pesar_nc0s000 de_sp000 la_da0000 hora_nc0s000 mucha_di0000 gente_nc0s000 piensa_vmip000 como_cs yo_pp000000 y_cc va_vmip000 temprano_rg también_rg ,_fc miro_vmip000 las_da0000 camisetas_nc0p000 y_cc los_da0000 precios_nc0p000 ,_fc",había_vaii000,rebajas_nc0p000 por_sp000 -lrb-_np00000 +_fz -rrb-_np00000,other,Twitter,-3.5985571,37.1773363,18,7
singular,grandes,head,Madrid,Community of Madrid,present,Center,Madrid,"y_cc la_da0000 animación_nc0s000 tampoco_rg era_vsii000 para_sp000 tirar_vmn0000 cohetes_nc0p000 ,_fc no_rn",había_vaii000,grandes_nc0p000 escenas_nc0p000 que_pr000000 demostraran_vmsi000 el_da0000 trabajazo_nc0s000 que_pr000000,other,Twitter,-3.7037902,40.4167754,41,7
plural,toneles,tail.setting,Castellón,Comunidad Valenciana,absent,East,Lucena del Cid,allí mismo la bodega ,habían, toneles,other,Coser,-0.281068,40.1368846,1,7
singular,fachas,tail.setting,Sevilla,Andalusia,absent,South,Seville,peetarotul_nc0s000 martagrguez_aq0000 más_rg increíble_aq0000 que_cs,haya_vasp000,fachas_nc0p000 después_rg de_sp000 41_z0 años_nc0p000 y_cc menores_aq0000 de_sp000 30_z0,other,Twitter,-5.9844589,37.3890924,35,6
singular,rollos,tail.setting,Murcia,Region of Murcia,absent,South,Cartagena,"gaeledge22_z0 tacowrestling_aq0000 tristemente_rg es_vsip000 cierto_aq0000 ,_fc pero_cc que_cs",haya_vasp000,"malos_aq0000 rollos_nc0p000 por_sp000 tonterías_nc0p000 como_cs esta_pd000000 me_p0000000 mosquea_vmip000 un_di0000 poco_rg ,_fc pero_cc bueno_aq0000 ..._fs",other,Twitter,-0.9965839,37.6256827,66,6
singular,ganas,tail.setting,Madrid,Community of Madrid,absent,Center,Pozuelo de Alarcón,después_rg de_sp000 varias_di0000 semanas_nc0p000 de_sp000 parón_aq0000 vuelve_vmsp000 el_da0000 campeonato_nc0s000 del_sp000 mundo_nc0s000 de_sp000 motociclismo_nc0s000 con_sp000 el_da0000 #austriangp_nc0s000 ._fpya_rg,había_vaii000,ganas_nc0p000 de_sp000 motos._np00000,other,Twitter,-3.8074152,40.4475272,10,5
singular,dudas,tail.setting,Córdoba,Andalusia,present,South,Córdoba,antonioiskra_nc0s000 canblanquiverde_np00000 no_rn,había_vaii000,dudas_nc0p000,other,Twitter,-4.7793835,37.8881751,0,5
singular,temazos,tail.setting,Madrid,Community of Madrid,absent,Center,Madrid,"ku_np00000 minerva_np00000 estoy_vmip000 llorando_vmg0000 por_sp000 ti_pp000000 ._fphttpst.cosaevniptto_nc0s000 si_cs ,_fc en_sp000 español_nc0s000 también_rg",había_vaii000,temazos_nc0p000 descomunales_aq0000 que_pr000000 pegaron_vmis000 muchísimo_rg,other,Twitter,-3.7037902,40.4167754,35,7
singular,dramas,tail.setting,Madrid,Community of Madrid,absent,Center,Madrid,agarraos_nc0p000 las_da0000 pelucas_nc0p000 porque_cs lady_np00000 gaga_np00000 va_vmip000 a_sp000 volver_vmn0000 con_sp000 algo_pi000000 muy_rg diferente_aq0000 a_sp000 lo_da0000 que_pr000000 nos_pp000000 tenía_vmii000 acostumbrados_aq0000 .,habrá_vaif000,"dramas_nc0p000 ,_fc eso_pd000000 tenedlo_aq0000 claro_aq0000",other,Twitter,-3.7037902,40.4167754,20,6
singular,elecciones,tail.setting,Pontevedra,Galicia,absent,North,Vigo,"españa.antonio_nc00000 banderas_nc0p000 ""_fe como_cs",haya_vasp000,"elecciones_nc0p000 ,_fc alguno_pi000000 se_p0000000 va_vmip000 a_sp000 dar_vmn0000 un_di0000 buen_aq0000 talegazo_nc0s000 ""_fe ._fp ._fp !!!_aq0000httpst.colxp6qx7od8_z0 vía_nc0s000 merianmi_aq0000",other,Twitter,-8.7207268,42.2405989,74,10
singular,ganas,tail.setting,Alicante,Valencian Community,absent,East,Guardamar del Segura,marcosbromas_nc0p000 ya_rg,había_vaii000,"ganas_nc0p000 de_sp000 teneros_nc0p000 por_sp000 aquí_rg ,_fc nos_pp000000 vemos_vmip000 pronto_rg",other,Twitter,-0.6512823,38.0851461,39,5
singular,frailes,head,Zamora,Castilla y León,absent,Center,Villalba de Lampreana,y luego después que si ,hubo," aquí frailes, ",synthetic.preterit,Coser,-5.639223,41.7430599,8,7
singular,paginas,tail.setting,Málaga,Andalusia,absent,South,Málaga,"no_rn funciona_vmip000 pokeadvisor_aq0000 ,_fc que_cs mas_rg le_pp000000 dara_vmip000 a_sp000 nianticlabs_nc0p000 que_cs",haya_vasp000,paginas_nc0p000 asi_np00000,other,Twitter,-4.4212655,36.721261,4,7
singular,escritores,head,Asturias,Asturias,present,North,Gijón,anda_vmip000 que_cs no_rn,hubo_vais000,"y_cc hay_vaip000 escritores_nc0p000 ,_fc músicos_nc0p000 ,_fc pintores_nc0p000 etc._aq0000 que_pr000000 crean_vmsp000 grandísimas_aq0000 obras_nc0p000 y_cc en_sp000 lo_da0000 personal_aq0000 -lrb-_np00000 ya_rg no_rn en_sp000 lo_da0000 político_aq0000 -rrb-_pi000000 son_vsip000 imbéciles_aq0000",synthetic.preterit,Twitter,-5.6611195,43.5322015,124,10
singular,cerdas,head,León,Castilla y León,present,Center,Almázcara,"no, ",había," muchas [cerdas] que les costaba mucho, y ",other,Coser,-6.5035348,42.594276,36,6
singular,tarjetas,tail.setting,Albacete,Castile-La Mancha,present,Center,Albacete,no_rn,había_vaii000,tarjetas_nc0p000 de_sp000 10_z0 ..._fs así_rg que_cs sorpresita_aq0000 para_sp000 el_da0000 ganador_nc0s000 de_sp000 nuestro_dp0000 concurso_nc0s000 !_fathttpst.cokklirtqivb_nc0s000,other,Twitter,-1.8585424,38.994349,80,8
singular,sellos,tail.setting,Huesca,Aragón,present,East,Banastón, no ,había, sellos,other,Coser,0.1672026,42.4061618,1,6
plural,gameplays,tail.setting,Barcelona,Catalonia,absent,East,Badalona,"fue_vsis000 para_sp000 el_da0000 rocket_nc0s000 league_vmsp000 ,_fc no_rn os_pp000000 preocupéis_aq0000 ,_fc porque_cs gta_aq0000 y_cc battlefront_nc0s000 también_rg",habrán_vaif000,gameplays_nc0p000 este_dd0000 verano_nc0s000 !_fat,other,Twitter,2.2450325,41.4469883,14,9
singular,ganas,tail.setting,Madrid,Community of Madrid,absent,Center,Madrid,un_di0000 orgullo_nc0s000 tener_vmn0000 a_sp000 este_dd0000 fuera_vssi000 de_sp000 serie_nc0s000 como_cs representante_nc0s000 español_aq0000 ._fpcomienzan_vmip000 los_da0000 #juegosolimpicosrio_z0 2016_z0,había_vaii000,ganas_nc0p000 httpst.couwt8djmj7b_nc0s000,other,Twitter,-3.7037902,40.4167754,20,5
singular,sorpresas,tail.setting,Sevilla,Andalusia,absent,South,Seville,"ya_rg me_pp000000 lo_pp000000 comentaban_vmii000 ,_fc via_np00000 whatsapp_nc0s000 ,_fc q_nc0n000",habría_vaic000,sorpresas_nc0p000 en_sp000 el_da0000 11_z0 del_sp000 sfc._z0 además_rg de_vmis000 q_nc0n000 jugarían_vmic000 los_da0000 de_sp000 más_rg experiencias_nc0p000 .,other,Twitter,-5.9844589,37.3890924,65,9
singular,news,tail.setting,Asturias,Asturias,absent,North,Gijón,paulaqe_nc0s000 teclaultima_nc0s000 pues_cs desperdigados_aq0000 por_sp000 la_da0000 geografía_nc0s000 española_aq0000 ._fppronto_rg,habrá_vaif000,"news_nc0p000 ,_fc que_cs nuestro_dp0000 período_nc0s000 de_sp000 barbecho_np00000 es_vsip000 largo_aq0000 !_fat",other,Twitter,-5.6611195,43.5322015,45,4
singular,bodas,tail.setting,Alicante,Comunidad Valenciana,absent,East,Belmonte,,había, bodas de,other,Coser,-2.7055583,39.5579559,4,5
singular,ganas,tail.setting,Valladolid,Castile and León,absent,Center,Valladolid,bravo_aq0000 !_fatfenomenal_nc0s000 @lydikit_np00000,había_vaii000,ganas_nc0p000 de_sp000 verte_nc0s000 con_sp000 una_di0000 medalla_nc0s000 olímpica_aq0000,other,Twitter,-4.7245321,41.652251,34,5
singular,irregularidades,tail.setting,Barcelona,Catalonia,present,East,Barcelona,iescolar_vmn0000 y_cc con_sp000 esta_dd0000 noticia_nc0s000 nos_p0000000 hemos_vaip000 de_sp000 creer_vmn0000 que_cs en_sp000 las_da0000 elecciones_nc0p000 el_da0000 26j_w no_rn,hubo_vais000,"irregularidades_nc0p000 ,_fc al_vmip000 final_nc0s000 berlusconi_aq0000 va_vmip000 a_sp000 ser_vsn0000 un_di0000 santo_nc0s000",synthetic.preterit,Twitter,2.1734035,41.3850639,40,15
singular,partidos,head,Madrid,Community of Madrid,absent,Center,Madrid,corralcpedro_nc0s000 lo_pp000000 triste_aq0000 es_vsip000 que_cs,haya_vasp000,partidos_nc0p000 que_pr000000,other,Twitter,-3.7037902,40.4167754,4,8
singular,perros,head,Granada,Andalusia,present,South,Granada,#cuandoyoempecéentwitter_nc00000 no_rn,había_vaii000,perros_nc0p000 que_pr000000 me_pp000000 superaban_vmii000 en_sp000 consentimiento_nc0s000 !_fatodio_nc0s000 a_sp000 ese_dd0000 perro_nc0s000 a_sp000 muerte_nc0s000 !_fathttps://t.co/mxxgg5evbb,other,Twitter,-3.5985571,37.1773363,78,6
singular,combinaciones,tail.setting,Sevilla,Andalusia,absent,South,Seville,,puede_vmip000 haber_van0000,más_rg combinaciones_nc0p000 -lrb-_np00000 la_da0000 tarjeta_nc0s000 consorcio_nc0s000 puede_vmip000 valer_vmn0000 en_sp000 urbanos_aq0000 -rrb-_np00000 pero_cc nunca_rg lo_pp000000 recuerdo_vmip000 y_cc la_da0000 información_nc0s000 brilla_vmip000 por_sp000 su_dp0000 ausencia_nc0s000,other,Twitter,-5.9844589,37.3890924,123,13
singular,decenas,tail.setting,Sevilla,Andalusia,absent,South,Seville,retweeted_nc0s000 la_da0000 vanguardia_nc0s000 -lrb-_np00000 lavanguardia_np00000 -rrb-_np00000 masacre_nc0s000 en_sp000 un_di0000 hospital_nc0s000 de_sp000 pakistán_nc0s000 donde_cs,había_vaii000,decenas_nc0p000 de_sp000 abogados_nc0p000 ..._fs httpst.co7nydzb5ou7_nc0s000,other,Twitter,-5.9844589,37.3890924,36,7
singular,cosas,tail.setting,Madrid,Community of Madrid,absent,Center,Madrid,"es_vsip000 genial_aq0000 que_cs a_sp000 veces_nc0p000 ,_fc",haya_vasp000,"cosas_nc0p000 ,_fc las_da0000 más_rg importantes_aq0000 ,_fc que_pr000000 no_rn se_p0000000 pueden_vmip000 explicar_vmn0000 ..._fs httpst.cogjg0qs7ahh_nc0s000 vía_nc0s000 @elmundoes_np00000",other,Twitter,-3.7037902,40.4167754,89,5
singular,maestros,head,Albacete,Castilla-La-Mancha,absent,Center,Fuente del Pino,"sí, los ",había,", sí.[los = maestros que regañaban a los niños]",other,Coser,-1.2946714,38.5417306,39,8
singular,cosas,tail.setting,Sevilla,Andalucía,absent,South,Almadén de la Plata,porque antes ,había," muchas [cosas] de eso aquí,",other,Coser,-6.0815246,37.8730224,23,5
singular,libros,tail.setting,Madrid,Community of Madrid,absent,Center,Madrid,sabía_vmii000 que_cs,había_vaii000,"libros_nc0p000 de_sp000 colorear_vmn0000 de_sp000 benedict_nc0s000 cumberbatch_aq0000 ,_fc pero_cc esto_pd000000 no_rn lo_pp000000",other,Twitter,-3.7037902,40.4167754,54,6
singular,cambios,tail.setting,A Coruña,Galicia,absent,North,A Coruña,"podemoscccp_nc0s000 berlustinho_nc0s000 hombre_i ,_fc fue_vsis000 el_da0000 nacimiento_nc0s000 por_sp000 asi_np00000 decirlo_np00000 ,_fc luego_rg claro_aq0000 ,_fc",hubo_vais000,cambios_nc0p000 para_sp000 ser_vsn0000 lo_da0000 q_np00000 es_vsip000 hoy_rg en_sp000 dia_nc0s000,synthetic.preterit,Twitter,-8.4115401,43.3623436,28,7
singular,médicos,head,Alicante,Comunidad Valenciana,absent,East,Belmonte,quí siempre ,ha habido, dos médicos y ahora tamién,other,Coser,-2.7055583,39.5579559,20,7
singular,noticias,tail.setting,Madrid,Community of Madrid,absent,Center,Madrid,ojalá_i siempre_rg,haya_vasp000,"noticias_nc0p000 asíasí_aq0000 celebran_vmip000 la_da0000 liberación_nc0s000 del_sp000 estado_nc0s000 islámicofumando_vmg0000 ,_fc quemando_vmg0000 niqabs_nc0p000 ,_fc afeitándose_nc0p000 httpst.co98xbxy1ldv_nc0s000",other,Twitter,-3.7037902,40.4167754,109,8
singular,decenas,tail.setting,Barcelona,Catalonia,present,East,Barcelona,"si_cs al_vmip000 embarcar_vmn0000 se_pp000000 fuese_vssi000 estricto_aq0000 con_sp000 un_di0000 único_aq0000 bulto_nc0s000 por_sp000 pasajero_nc0s000 ,_fc no_rn",habría_vaic000,decenas_nc0p000 de_sp000 personas_nc0p000 en_sp000 este_dd0000 vuelo_nc0s000 con_sp000 bolsas_nc0p000 a_sp000 sus_dp0000 pies_nc0p000 #vueling_aq0000,other,Twitter,2.1734035,41.3850639,57,7
singular,victimas,tail.setting,Madrid,Community of Madrid,absent,Center,Majadahonda,"chselles_nc0p000 si_cs hubiesen_vasi000 sido_vsp0000 en_sp000 europa_nc0s000 ,_fc no_rn se_p0000000 hablaría_vmic000 de_sp000 otra_di0000 cosa_nc0s000 ._fpme_p0000000 reitero_vmip000 ,_fc",sigue_vmip000 habiendo_vag0000,victimas_nc0p000 de_sp000 segunda_ao0000 y_cc primera_ao0000 fila._nc0s000,other,Twitter,-3.8683123,40.4737586,27,8
singular,salones,tail.setting,León,Castilla y León,absent,Center,Lorenzana,,había,"[salones], sí",other,Coser,-5.6319946,42.668913,6,7
singular,biberones,tail.setting,Huesca,Aragón,present,East,Banastón,y no ,había, biberones,other,Coser,0.1672026,42.4061618,1,9
singular,cargos,tail.setting,Madrid,Community of Madrid,present,Center,Madrid,solo_rg negociaré_vmif000 con_sp000 el_da0000 único_aq0000 partido_nc0s000 imputado_aq0000 si_cs acepta_vmip000 mi_dp0000 condición_nc0s000 de_sp000 que_cs no_rn,haya_vasp000,cargos_nc0p000 públicos_aq0000 que_pr000000 estén_vmsp000 imputados_aq0000 ._fpalbert_nc0s000 rivera._aq0000,other,Twitter,-3.7037902,40.4167754,39,6
singular,capitulos,tail.setting,Madrid,Community of Madrid,absent,Center,Madrid,,habrá_vaif000,"más_rg capitulos_nc0p000 en_sp000 2018_w pero_cc ..._fs cómo_pt000000 marcó_vmis000 tu_dp0000 infancia_nc0s000 esta_dd0000 seriea_aq0000 mí_pp000000 ,_fc así_rg ..._fs httpst.cokmxlgvedld_nc0s000 httpst.co0tbperp6sa_nc0s000",other,Twitter,-3.7037902,40.4167754,109,9
singular,truenos,head,León,Castile and León,absent,Center,León,no_rn me_pp000000 atrae_vmip000 una_di0000 mierdq_nc0s000 que_cs,haya_vasp000,truenos_nc0p000 o_cc relámpago_nc0s000 o_cc lo_da0000 que_pr000000 sea_vssp000 sabéis._nc0n000,other,Twitter,-5.5670959,42.5987263,33,7
singular,cortijos,tail.setting,Salamanca,Castilla y León,absent,Center,La Atalaya,molinos que ,había, en toos los cortijos ,other,Coser,-6.4147241,40.5022467,14,8
singular,trozos,tail.setting,León,Castilla y León,absent,Center,Cifuentes de Rueda,cuatro trozos ,había,", dos más pequeños, ",other,Coser,-5.259629,42.6051574,20,6
plural,tiempos,tail.setting,Barcelona,Catalonia,absent,East,Sabadell,"hazustark_nc0s000 como_cs yo_pp000000 más_rg o_cc menos_rg ._fpánimo_nc0s000 tío_nc0s000 ,_fc",habrán_vaif000,tiempos_nc0p000 mejores_aq0000 con_sp000 pizzas_nc0p000 del_sp000 domino_nc0s000 's_aq0000 para_sp000 cenar._np00000,other,Twitter,2.1086131,41.5462745,45,7
singular,sorteos,tail.setting,Sevilla,Andalusia,absent,South,Seville,si_cs queréis_vmip000 que_cs,siga_vmsp000 habiendo_vag0000,sorteos_nc0p000 como_cs el_da0000 de_sp000 doom_nc0s000 que_pr000000 tenemos_vmip000 ahora_rg ._fpdad_nc0s000 un_di0000 clic_nc0s000 en_sp000 este_dd0000 enlace_nc0s000 !!_aq0000httpst.coar67sx82jugracias_z0 !!_zm,other,Twitter,-5.9844589,37.3890924,85,7
singular,retrasados,head,La Rioja,La Rioja,absent,North,Logroño,,sigue_vmip000 habiendo_vag0000,retrasados_nc0p000 por_sp000 logroño_nc0s000,other,Twitter,-2.4449852,42.4627195,12,10
singular,especialistas,head,Guadalajara,Castilla-La-Mancha,absent,Center,Yebra,n graná tos los mejores especialistas que ,había, en el clínico,other,Coser,-3.3987447,36.8848471,14,13
singular,sanciones,tail.setting,Sevilla,Andalusia,present,South,Seville,con_sp000 ese_dd0000 aspecto_nc0s000 de_sp000 la_da0000 grada_nc0s000 de_sp000 preferencia_nc0s000 no_rn,habría_vaic000,sanciones_nc0p000 de_sp000 la_da0000 lfp_nc0s000 del_sp000 sr_da0000 tebas_nc0p000 ._fphttpst.couu2huszqh7_nc0s000,other,Twitter,-5.9844589,37.3890924,38,9
singular,errores,tail.setting,Madrid,Community of Madrid,absent,Center,Madrid,@gonzalezmasdolz_nc0s000 esa_pd000000 no_rn es_vsip000 verdad_nc0s000 histórica_aq0000 ._fpes_vsip000 leyenda_nc0s000 imperialista_aq0000 .,habría_vaic000,"errores_nc0p000 ,_fc pero_cc no_rn traición_nc0s000 ._fpfidel_nc0s000 respetó_vmis000 mando_nc0s000 militar_aq0000 de_sp000 che._nc0n000",other,Twitter,-3.7037902,40.4167754,51,7
singular,homofobia,tail.setting,Barcelona,Catalonia,absent,East,Barcelona,"en_sp000 directe_nc0s000 #nazario_aq0000 ""_fe hoy_rg en_sp000 día_nc0s000",sigue_vmip000 habiendo_vag0000,"homofobia_nc0p000 y_cc siguen_vmip000 pegando_vmg0000 a_sp000 los_da0000 maricones_nc0p000 ""_fe httpst.cow6nj43w5a8_nc0s000",other,Twitter,2.1734035,41.3850639,55,9
singular,jugadores,head,Asturias,Asturias,absent,North,Oviedo,irreductible_aq0000 insisto_vmip000 en_sp000 la_da0000 preparación_nc0s000,hubo_vais000,"más_rg jugadores_nc0p000 y_cc ninguno_pi000000 se_p0000000 salió_vmis000 ,_fc ninguno_pi000000 ._fpno_rn disculpo_vmip000 a_sp000 los_da0000 que_pr000000 están_vmip000 ,_fc pero_cc son_vsip000 los_da0000 mejores._np00000",synthetic.preterit,Twitter,-5.8493887,43.3619145,84,9
